17333.333333,17333.333333,17333.333333,17333.333333,17333.333333,17333.333333,17333.333333,17333.333333,17333.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
17777.777778,17777.777778,17777.777778,17777.777778,17777.777778,17777.777778,17777.777778,17777.777778,17777.777778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
18222.222222,18222.222222,18222.222222,18222.222222,18222.222222,18222.222222,18222.222222,18222.222222,18222.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
18666.666667,18666.666667,18666.666667,18666.666667,18666.666667,18666.666667,18666.666667,18666.666667,18666.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
19111.111111,19111.111111,19111.111111,19111.111111,19111.111111,19111.111111,19111.111111,19111.111111,19111.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
19555.555556,19555.555556,19555.555556,19555.555556,19555.555556,19555.555556,19555.555556,19555.555556,19555.555556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
20000.000000,20000.000000,20000.000000,20000.000000,20000.000000,20000.000000,20000.000000,20000.000000,20000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
20444.444444,20444.444444,20444.444444,20444.444444,20444.444444,20444.444444,20444.444444,20444.444444,20444.444444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
20888.888889,20888.888889,20888.888889,20888.888889,20888.888889,20888.888889,20888.888889,20888.888889,20888.888889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
21333.333333,21333.333333,21333.333333,21333.333333,21333.333333,21333.333333,21333.333333,21333.333333,21333.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
21777.777778,21777.777778,21777.777778,21777.777778,21777.777778,21777.777778,21777.777778,21777.777778,21777.777778,0.006349,0.010274,0.009710,0.004975,0.000480,0.007432,0.008319,0.009067,0.003140,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
22222.222222,22222.222222,22222.222222,22222.222222,22222.222222,22222.222222,22222.222222,22222.222222,22222.222222,0.006680,0.010498,0.009948,0.005354,0.001039,0.007730,0.008592,0.009320,0.003588,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
22666.666667,22666.666667,22666.666667,22666.666667,22666.666667,22666.666667,22666.666667,22666.666667,22666.666667,0.006989,0.010708,0.010170,0.005705,0.001552,0.008008,0.008846,0.009556,0.004000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
23111.111111,23111.111111,23111.111111,23111.111111,23111.111111,23111.111111,23111.111111,23111.111111,23111.111111,0.007276,0.010905,0.010377,0.006030,0.002026,0.008266,0.009084,0.009778,0.004382,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
23555.555556,23555.555556,23555.555556,23555.555556,23555.555556,23555.555556,23555.555556,23555.555556,23555.555556,0.007543,0.011090,0.010572,0.006332,0.002462,0.008508,0.009307,0.009985,0.004736,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
24000.000000,24000.000000,24000.000000,24000.000000,24000.000000,24000.000000,24000.000000,24000.000000,24000.000000,0.007792,0.011265,0.010757,0.006614,0.002868,0.008735,0.009516,0.010180,0.005065,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
24444.444444,24444.444444,24444.444444,24444.444444,24444.444444,24444.444444,24444.444444,24444.444444,24444.444444,0.008027,0.011430,0.010930,0.006878,0.003244,0.008947,0.009712,0.010364,0.005372,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
24888.888889,24888.888889,24888.888889,24888.888889,24888.888889,24888.888889,24888.888889,24888.888889,24888.888889,0.008247,0.011586,0.011094,0.007125,0.003595,0.009148,0.009898,0.010537,0.005659,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
25333.333333,25333.333333,25333.333333,25333.333333,25333.333333,25333.333333,25333.333333,25333.333333,25333.333333,0.008454,0.011734,0.011250,0.007358,0.003922,0.009337,0.010073,0.010702,0.005928,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
25777.777778,25777.777778,25777.777778,25777.777778,25777.777778,25777.777778,25777.777778,25777.777778,25777.777778,0.008650,0.011875,0.011397,0.007576,0.004230,0.009516,0.010239,0.010858,0.006181,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
26222.222222,26222.222222,26222.222222,26222.222222,26222.222222,26222.222222,26222.222222,26222.222222,26222.222222,0.008834,0.012010,0.011538,0.007782,0.004517,0.009685,0.010396,0.011005,0.006418,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
26666.666667,26666.666667,26666.666667,26666.666667,26666.666667,26666.666667,26666.666667,26666.666667,26666.666667,0.009009,0.012137,0.011672,0.007977,0.004787,0.009846,0.010546,0.011147,0.006642,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000
