18162.121495,14800.000000,15200.000000,18800.000000,22462.656022,17000.000000,16200.000000,16229.574257,21145.648226,0.001408,0.000858,0.000783,0.000555,0.000716,0.000829,0.000612,0.002079,0.001356,0.006700,0.005500,0.005700,0.007000,0.007500,0.006000,0.006300,0.006100,0.001000
18293.946339,14800.000000,15200.000000,20387.664853,22400.000000,18786.589357,17931.283836,15600.000000,20600.515615,0.001625,0.000870,0.000783,0.002915,0.000639,0.003880,0.003922,0.000557,0.000605,0.006300,0.005700,0.005700,0.006900,0.007500,0.005500,0.005800,0.006300,0.001000
20754.473682,14800.000000,15200.000000,22337.347787,22400.000000,18051.662548,18391.159751,15600.000000,20465.356232,0.004756,0.000858,0.000783,0.004590,0.000639,0.002797,0.004160,0.000557,0.000404,0.003700,0.005500,0.005700,0.001300,0.007500,0.005700,0.000800,0.006300,0.001000
20799.388440,14800.000000,15200.000000,20724.714303,22970.775493,20308.133499,17770.261637,17790.537814,21636.188814,0.004887,0.000858,0.000783,0.003004,0.001320,0.005299,0.003680,0.004807,0.001962,0.005600,0.005500,0.005700,0.001600,0.007900,0.001000,0.005900,0.005700,0.001000
21121.807530,14800.000000,15200.000000,23400.321014,22400.000000,20623.237755,22134.202817,15600.000000,20720.430885,0.005019,0.000858,0.000824,0.005384,0.000562,0.005905,0.007465,0.000557,0.000777,0.002300,0.005500,0.006500,0.001000,0.005500,0.005100,0.000200,0.006300,0.001000
23700.688029,14800.000000,15200.000000,24142.463404,24775.120165,21487.678375,19594.702480,15600.000000,20699.347547,0.006963,0.000864,0.000783,0.005872,0.003008,0.006303,0.005959,0.000551,0.000748,0.002400,0.005600,0.005700,0.000900,0.006900,0.000800,0.005400,0.006200,0.001000
25061.027080,14800.000000,15200.000000,20276.394895,23970.657308,21432.587925,20228.301035,17905.027471,25126.004286,0.007430,0.000907,0.000783,0.002686,0.002206,0.006105,0.006136,0.004965,0.005002,0.000400,0.006400,0.005700,0.004700,0.004400,0.000300,0.000500,0.005700,0.001000
24139.865444,17166.542871,16105.803156,22588.738586,23083.636858,20634.954455,20175.615978,18507.298939,25597.543713,0.007357,0.005663,0.002986,0.005129,0.001390,0.005716,0.006006,0.005291,0.005297,0.005200,0.004500,0.006000,0.007200,0.006300,0.001800,0.000300,0.000600,0.001000
24566.696235,15333.333333,17391.780574,21981.700475,28576.935322,20243.791173,19430.129418,19117.828510,25357.804960,0.007133,0.001982,0.005185,0.004187,0.005228,0.005282,0.005838,0.005952,0.005149,0.000300,0.001700,0.005600,0.000800,0.002600,0.001300,0.006800,0.000500,0.001000
24566.696235,15333.333333,17391.780574,21981.700475,28222.616110,20243.791173,19430.129418,19117.828510,29712.124172,0.007133,0.001982,0.005185,0.004187,0.004934,0.005282,0.005838,0.005952,0.007220,0.000300,0.001700,0.005600,0.000800,0.001300,0.001300,0.006800,0.000500,0.001000
27071.895222,16222.222222,16222.222222,30222.222222,26398.086467,21449.530168,23530.908658,17050.340860,21832.571957,0.008219,0.003911,0.003019,0.008393,0.004177,0.006578,0.008754,0.003542,0.002189,0.000200,0.001700,0.002700,0.000300,0.006600,0.004500,0.004500,0.003600,0.001000
27238.200610,16666.666667,16666.666667,21940.781431,24173.809985,25936.855191,20463.245915,19851.636487,31062.137048,0.008283,0.004510,0.003782,0.004540,0.002300,0.008614,0.006722,0.006670,0.007678,0.000200,0.000700,0.001900,0.006200,0.002800,0.000200,0.004300,0.000500,0.001000
23923.081729,17111.111111,17111.111111,24416.704571,28396.457260,28402.311058,20802.870246,21943.660423,25892.692490,0.007257,0.005273,0.004447,0.005920,0.005102,0.009535,0.006554,0.008360,0.005471,0.005900,0.001000,0.001300,0.000400,0.002100,0.000300,0.000300,0.001200,0.001000
25238.769770,17555.555556,17555.555556,26124.056087,31188.273765,26796.982415,22081.623981,18863.867071,26595.315801,0.007909,0.005820,0.005057,0.006916,0.006151,0.008999,0.007431,0.005591,0.005858,0.004700,0.000700,0.001000,0.000600,0.000800,0.000300,0.000200,0.000300,0.001000
28319.753631,17555.555556,17555.555556,26124.056087,31188.273765,26796.982415,22081.623981,19181.675502,27196.523508,0.008723,0.005820,0.005057,0.006916,0.006151,0.008999,0.007431,0.006099,0.006163,0.000300,0.000700,0.001000,0.000600,0.000800,0.000300,0.000200,0.000800,0.001000
24319.134086,18444.444444,18444.444444,26292.429664,28854.861020,24519.766897,24163.849988,24785.415926,30175.653530,0.006998,0.006805,0.006056,0.006970,0.005190,0.008038,0.008587,0.009424,0.007384,0.000300,0.000500,0.000500,0.000500,0.000900,0.000300,0.000200,0.000100,0.001000
25633.156773,19127.826049,18888.888889,31661.618064,27335.937090,30772.065576,23626.725838,18888.888889,28064.892832,0.007610,0.007394,0.006536,0.008749,0.004409,0.010128,0.008379,0.005704,0.006563,0.000200,0.000300,0.000500,0.000200,0.001000,0.000200,0.000300,0.000500,0.001000
27070.808268,19333.333333,19333.333333,33333.333333,28628.176920,25981.091404,23224.688258,22132.136673,28963.098477,0.008527,0.007577,0.006934,0.009162,0.005138,0.008632,0.008111,0.008339,0.006936,0.001700,0.000300,0.000400,0.000200,0.001300,0.000200,0.000200,0.000500,0.001000
25536.023244,21147.461722,19777.777778,31788.652063,30171.914789,27080.205922,22199.948558,24078.294218,30219.721707,0.007565,0.008756,0.007330,0.008783,0.005804,0.009047,0.007565,0.009213,0.007400,0.000200,0.000100,0.000400,0.000200,0.001100,0.000200,0.000300,0.000200,0.001000
25536.023244,21147.461722,19777.777778,31670.574707,30171.914789,27080.205922,22199.948558,24078.294218,34337.799063,0.007565,0.008756,0.007330,0.008752,0.005804,0.009047,0.007565,0.009213,0.008575,0.000200,0.000100,0.000400,0.000200,0.001100,0.000200,0.000300,0.000200,0.001000
