21478.244217,17253.590561,18999.562308,21907.231210,23820.549962,17552.320395,19916.551064,15840.413891,23231.536392,0.004415,0.004692,0.005400,0.003624,0.002414,0.002464,0.004901,0.002379,0.003274,0.064894,0.070732,0.031273,0.087017,0.253689,0.279965,0.046867,0.382590,0.109380,0.002329,0.002329,0.002329,0.002329,0.002056,0.002056,0.002329,0.001614,0.002329
20683.824223,17884.640291,18806.361158,21374.466931,25318.631186,19233.499194,20898.958185,15600.000000,24199.618831,0.003806,0.004695,0.005288,0.003340,0.002951,0.003658,0.005399,0.002373,0.003702,0.079557,0.033314,0.035747,0.112008,0.131008,0.098102,0.026130,0.477091,0.073272,0.002329,0.002056,0.002329,0.002329,0.002329,0.002329,0.002329,0.000457,0.002329
22393.053466,17050.549907,19618.852503,22901.893075,26901.628573,17362.493849,19627.526938,18442.031602,23701.970089,0.004845,0.004529,0.005224,0.004091,0.003552,0.002572,0.004317,0.004149,0.003490,0.041516,0.064165,0.024588,0.053662,0.076458,0.364529,0.042375,0.056520,0.090140,0.002329,0.002771,0.001614,0.002329,0.002329,0.001614,0.002056,0.002056,0.002329
22393.053466,17050.549907,19240.597144,22901.893075,26901.628573,17362.493849,19627.526938,21580.461221,24941.795829,0.004845,0.004529,0.005534,0.004091,0.003552,0.002572,0.004317,0.006168,0.003992,0.041516,0.064165,0.026466,0.053662,0.076458,0.364529,0.042375,0.014017,0.053656,0.002329,0.002771,0.002329,0.002329,0.002329,0.001614,0.002056,0.002056,0.002329
22498.737327,20556.764797,19240.597144,22901.893075,26901.628573,19136.729773,19627.526938,21580.461221,23555.661153,0.004891,0.006546,0.005534,0.004091,0.003552,0.003593,0.004317,0.006168,0.003424,0.039433,0.009730,0.026466,0.053662,0.076458,0.103770,0.042375,0.014017,0.095758,0.002329,0.002056,0.002329,0.002329,0.002329,0.002329,0.002056,0.002056,0.002329
22498.737327,20556.764797,19240.597144,22901.893075,26410.354028,19136.729773,19627.526938,21580.461221,28046.935698,0.004891,0.006546,0.005534,0.004091,0.003378,0.003593,0.004317,0.006168,0.004716,0.039433,0.009730,0.026466,0.053662,0.090488,0.103770,0.042375,0.014017,0.025882,0.002329,0.002056,0.002329,0.002329,0.002329,0.002329,0.002056,0.002056,0.001614
22622.546453,20521.363850,22131.802868,23829.548289,28385.624331,20536.606056,19799.131453,19434.541149,26738.835550,0.004944,0.006532,0.007138,0.004673,0.004017,0.004627,0.004835,0.005169,0.004799,0.037129,0.009946,0.012308,0.045288,0.056682,0.057311,0.050253,0.037803,0.035227,0.002329,0.002056,0.002056,0.002329,0.002056,0.002329,0.002329,0.002329,0.002329
22622.546453,20521.363850,22131.802868,25319.853198,28385.624331,20536.606056,19799.131453,19434.541149,29248.530641,0.004944,0.006532,0.007138,0.004744,0.004017,0.004627,0.004835,0.005169,0.005476,0.037129,0.009946,0.012308,0.028186,0.056682,0.057311,0.050253,0.037803,0.020923,0.002329,0.002056,0.002056,0.001614,0.002056,0.002329,0.002329,0.002329,0.002056
25772.624750,22584.360296,19504.588031,25319.853198,31555.555556,20849.357395,21351.525493,19167.711911,25894.423371,0.006018,0.007453,0.005674,0.004744,0.004572,0.004791,0.005105,0.005015,0.004524,0.012765,0.004608,0.022049,0.028186,0.027688,0.048364,0.023946,0.044889,0.047710,0.002056,0.002056,0.002329,0.001614,0.001614,0.002329,0.001614,0.002329,0.002329
25772.624750,22584.360296,19504.588031,25319.853198,32000.000000,20849.357395,21351.525493,19167.711911,29449.978926,0.006018,0.007453,0.005674,0.004744,0.004659,0.004791,0.005105,0.005015,0.005523,0.012765,0.004608,0.022049,0.028186,0.024710,0.048364,0.023946,0.044889,0.019776,0.002056,0.002056,0.002329,0.001614,0.001614,0.002329,0.001614,0.002329,0.002056
