20000.000000,20000.000000,20000.000000,20000.000000,20000.000000,20000.000000,20000.000000,20000.000000,20000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20444.444444,20444.444444,20444.444444,20444.444444,20444.444444,20444.444444,20444.444444,20444.444444,20444.444444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20888.888889,20888.888889,20888.888889,20888.888889,20888.888889,20888.888889,20888.888889,20888.888889,20888.888889,0.003260,0.005310,0.005016,0.002543,0.000189,0.003826,0.004290,0.004680,0.001582,0.028130,0.000128,0.000363,0.080447,0.465858,0.009453,0.003148,0.001058,0.210395,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
21333.333333,21333.333333,21333.333333,21333.333333,21333.333333,21333.333333,21333.333333,21333.333333,21333.333333,0.003452,0.005442,0.005155,0.002760,0.000507,0.003999,0.004448,0.004828,0.001838,0.019038,0.000068,0.000200,0.058690,0.405723,0.005998,0.001890,0.000606,0.167177,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
21777.777778,21777.777778,21777.777778,21777.777778,21777.777778,21777.777778,21777.777778,21777.777778,21777.777778,0.003629,0.005565,0.005284,0.002960,0.000798,0.004159,0.004596,0.004965,0.002073,0.012764,0.000037,0.000111,0.042302,0.348843,0.003782,0.001132,0.000348,0.131036,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
22222.222222,22222.222222,22222.222222,22222.222222,22222.222222,22222.222222,22222.222222,22222.222222,22222.222222,0.003793,0.005680,0.005406,0.003146,0.001065,0.004308,0.004733,0.005094,0.002289,0.008496,0.000020,0.000062,0.030177,0.296266,0.002376,0.000678,0.000200,0.101445,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
22666.666667,22666.666667,22666.666667,22666.666667,22666.666667,22666.666667,22666.666667,22666.666667,22666.666667,0.003946,0.005789,0.005520,0.003318,0.001311,0.004448,0.004862,0.005215,0.002490,0.005625,0.000011,0.000035,0.021342,0.248692,0.001491,0.000407,0.000116,0.077671,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
23111.111111,23111.111111,23111.111111,23111.111111,23111.111111,23111.111111,23111.111111,23111.111111,23111.111111,0.004089,0.005892,0.005627,0.003479,0.001539,0.004578,0.004983,0.005328,0.002676,0.003711,0.000006,0.000020,0.014989,0.206485,0.000935,0.000245,0.000068,0.058891,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
23555.555556,23555.555556,23555.555556,23555.555556,23555.555556,23555.555556,23555.555556,23555.555556,23555.555556,0.004224,0.005989,0.005729,0.003629,0.001750,0.004701,0.005097,0.005435,0.002849,0.002444,0.000003,0.000011,0.010470,0.169710,0.000588,0.000149,0.000040,0.044275,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
24000.000000,24000.000000,24000.000000,24000.000000,24000.000000,24000.000000,24000.000000,24000.000000,24000.000000,0.004350,0.006081,0.005825,0.003769,0.001946,0.004816,0.005205,0.005537,0.003011,0.001609,0.000002,0.000007,0.007285,0.138192,0.000371,0.000091,0.000024,0.033049,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
24444.444444,24444.444444,24444.444444,24444.444444,24444.444444,24444.444444,24444.444444,24444.444444,24444.444444,0.004468,0.006169,0.005917,0.003901,0.002129,0.004925,0.005307,0.005633,0.003163,0.001061,0.000001,0.000004,0.005057,0.111583,0.000235,0.000056,0.000014,0.024522,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
24888.888889,24888.888889,24888.888889,24888.888889,24888.888889,24888.888889,24888.888889,24888.888889,24888.888889,0.004581,0.006252,0.006004,0.004026,0.002300,0.005029,0.005403,0.005724,0.003305,0.000701,0.000001,0.000002,0.003505,0.089420,0.000150,0.000035,0.000009,0.018109,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
25333.333333,25333.333333,25333.333333,25333.333333,25333.333333,25333.333333,25333.333333,25333.333333,25333.333333,0.004687,0.006332,0.006087,0.004143,0.002461,0.005127,0.005495,0.005811,0.003439,0.000465,0.000000,0.000001,0.002430,0.071182,0.000096,0.000022,0.000005,0.013324,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
25777.777778,25777.777778,25777.777778,25777.777778,25777.777778,25777.777778,25777.777778,25777.777778,25777.777778,0.004787,0.006408,0.006166,0.004254,0.002612,0.005220,0.005582,0.005894,0.003566,0.000310,0.000000,0.000001,0.001687,0.056335,0.000062,0.000014,0.000003,0.009778,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500,0.002500
